timestamp,load_kwh,solar_kwh,temp_c,price_usd_per_kwh,net_load_kwh,hour,dow,month
2024-02-13 07:00:00,13.716,0.306,4.41,0.1329,13.41,7,1,2
2024-02-13 08:00:00,17.617,0.548,2.15,0.1438,17.069000000000003,8,1,2
2024-02-13 09:00:00,19.146,0.666,4.36,0.1298,18.48,9,1,2
2024-02-13 10:00:00,16.044,1.068,4.13,0.1515,14.976,10,1,2
2024-02-13 11:00:00,17.519,1.108,3.72,0.1252,16.410999999999998,11,1,2
2024-02-13 12:00:00,17.007,0.988,3.16,0.1316,16.019000000000002,12,1,2
2024-02-13 13:00:00,17.652,1.052,3.66,0.1237,16.6,13,1,2
2024-02-13 14:00:00,17.06,0.822,4.77,0.1442,16.238,14,1,2
2024-02-13 15:00:00,16.729,0.827,6.84,0.1358,15.902,15,1,2
2024-02-13 16:00:00,16.186,0.814,5.82,0.2669,15.372,16,1,2
2024-02-13 17:00:00,14.765,0.231,8.22,0.2502,14.534,17,1,2
2024-02-13 18:00:00,15.162,0.165,6.82,0.2653,14.997000000000002,18,1,2
2024-02-13 19:00:00,10.663,0.136,8.55,0.2658,10.527000000000001,19,1,2
2024-02-13 20:00:00,10.546,0.025,9.22,0.2621,10.520999999999999,20,1,2
2024-02-13 21:00:00,9.984,0.0,12.13,0.2603,9.984,21,1,2
2024-02-13 22:00:00,11.597,0.024,7.44,0.1414,11.573,22,1,2
2024-02-13 23:00:00,10.199,0.0,10.56,0.0909,10.199,23,1,2
2024-02-14 00:00:00,10.193,0.0,8.63,0.0892,10.193,0,2,2
2024-02-14 01:00:00,10.243,0.053,8.33,0.1054,10.19,1,2,2
2024-02-14 02:00:00,9.672,0.0,7.25,0.0963,9.672,2,2,2
2024-02-14 03:00:00,11.753,0.0,6.87,0.1045,11.753,3,2,2
2024-02-14 04:00:00,11.781,0.0,5.37,0.1155,11.781,4,2,2
2024-02-14 05:00:00,12.402,0.0,6.58,0.0954,12.402,5,2,2
2024-02-14 06:00:00,14.855,0.066,3.66,0.094,14.789,6,2,2
2024-02-14 07:00:00,13.083,0.255,5.09,0.1368,12.828,7,2,2
2024-02-14 08:00:00,16.584,0.777,2.66,0.1404,15.807,8,2,2
2024-02-14 09:00:00,17.341,0.542,3.26,0.1461,16.799,9,2,2
2024-02-14 10:00:00,18.59,0.848,2.15,0.1397,17.742,10,2,2
2024-02-14 11:00:00,17.028,1.05,4.28,0.1608,15.977999999999998,11,2,2
2024-02-14 12:00:00,16.021,0.909,5.95,0.1442,15.112,12,2,2
2024-02-14 13:00:00,17.766,1.253,4.74,0.1478,16.512999999999998,13,2,2
2024-02-14 14:00:00,17.406,0.869,5.32,0.1396,16.537,14,2,2
2024-02-14 15:00:00,16.885,0.978,5.0,0.1501,15.907000000000002,15,2,2
2024-02-14 16:00:00,14.615,0.713,6.83,0.2579,13.902000000000001,16,2,2
2024-02-14 17:00:00,16.661,0.355,5.92,0.2536,16.306,17,2,2
2024-02-14 18:00:00,14.571,0.0,7.36,0.2691,14.571,18,2,2
2024-02-14 19:00:00,11.56,0.0,9.2,0.2594,11.56,19,2,2
2024-02-14 20:00:00,10.721,0.053,10.81,0.2625,10.668,20,2,2
2024-02-14 21:00:00,8.778,0.0,12.7,0.2698,8.778,21,2,2
2024-02-14 22:00:00,10.949,0.059,8.53,0.1414,10.89,22,2,2
2024-02-14 23:00:00,10.163,0.09,10.65,0.0985,10.073,23,2,2
2024-02-15 00:00:00,10.737,0.092,8.89,0.0946,10.645,0,3,2
2024-02-15 01:00:00,10.858,0.0,7.79,0.1106,10.858,1,3,2
2024-02-15 02:00:00,9.156,0.092,7.77,0.0966,9.064,2,3,2
2024-02-15 03:00:00,12.533,0.032,6.55,0.0995,12.501,3,3,2
2024-02-15 04:00:00,12.391,0.0,5.83,0.1029,12.391,4,3,2
2024-02-15 05:00:00,12.097,0.0,4.49,0.1028,12.097,5,3,2
2024-02-15 06:00:00,13.764,0.047,2.68,0.1101,13.716999999999999,6,3,2
2024-02-15 07:00:00,15.259,0.139,2.03,0.1393,15.120000000000001,7,3,2
2024-02-15 08:00:00,16.927,0.566,4.36,0.1538,16.361,8,3,2
2024-02-15 09:00:00,17.034,1.014,3.14,0.1375,16.02,9,3,2
2024-02-15 10:00:00,18.543,1.182,2.86,0.1437,17.361,10,3,2
2024-02-15 11:00:00,16.082,0.788,3.89,0.1382,15.294,11,3,2
2024-02-15 12:00:00,16.02,0.872,5.31,0.1609,15.148,12,3,2
2024-02-15 13:00:00,15.392,1.163,5.19,0.1365,14.229,13,3,2
2024-02-15 14:00:00,16.535,0.954,4.91,0.1374,15.581,14,3,2
2024-02-15 15:00:00,16.597,0.829,7.95,0.1411,15.768,15,3,2
2024-02-15 16:00:00,16.197,0.482,9.15,0.2573,15.715,16,3,2
2024-02-15 17:00:00,14.895,0.288,8.57,0.2631,14.607,17,3,2
2024-02-15 18:00:00,13.23,0.0,9.77,0.2723,13.23,18,3,2
2024-02-15 19:00:00,10.733,0.0,10.56,0.2615,10.733,19,3,2
2024-02-15 20:00:00,10.979,0.007,10.73,0.2618,10.972,20,3,2
2024-02-15 21:00:00,9.039,0.134,10.21,0.2577,8.905,21,3,2
2024-02-15 22:00:00,9.542,0.09,10.09,0.1349,9.452,22,3,2
2024-02-15 23:00:00,11.081,0.0,9.7,0.101,11.081,23,3,2
2024-02-16 00:00:00,10.27,0.205,7.42,0.1001,10.065,0,4,2
2024-02-16 01:00:00,9.465,0.27,8.96,0.1117,9.195,1,4,2
2024-02-16 02:00:00,11.949,0.0,5.77,0.0904,11.949,2,4,2
2024-02-16 03:00:00,12.268,0.0,5.67,0.1145,12.268,3,4,2
2024-02-16 04:00:00,10.616,0.069,7.41,0.0985,10.546999999999999,4,4,2
2024-02-16 05:00:00,12.136,0.0,6.13,0.1015,12.136,5,4,2
2024-02-16 06:00:00,12.716,0.085,6.28,0.0894,12.630999999999998,6,4,2
2024-02-16 07:00:00,15.641,0.235,3.7,0.1456,15.406,7,4,2
2024-02-16 08:00:00,17.495,0.744,2.34,0.1304,16.751,8,4,2
2024-02-16 09:00:00,17.279,0.562,3.33,0.1437,16.717,9,4,2
2024-02-16 10:00:00,18.515,0.775,3.84,0.1428,17.740000000000002,10,4,2
2024-02-16 11:00:00,16.939,0.74,4.12,0.1367,16.199,11,4,2
2024-02-16 12:00:00,15.464,1.454,5.86,0.1193,14.01,12,4,2
2024-02-16 13:00:00,17.547,1.143,4.69,0.1616,16.404,13,4,2
2024-02-16 14:00:00,17.301,1.294,6.27,0.1295,16.006999999999998,14,4,2
2024-02-16 15:00:00,17.188,0.986,5.43,0.1427,16.201999999999998,15,4,2
2024-02-16 16:00:00,15.2,0.359,7.94,0.2527,14.841,16,4,2
2024-02-16 17:00:00,13.816,0.174,8.12,0.2705,13.642000000000001,17,4,2
2024-02-16 18:00:00,14.848,0.0,7.84,0.2562,14.848,18,4,2
2024-02-16 19:00:00,12.536,0.0,8.94,0.2525,12.536,19,4,2
2024-02-16 20:00:00,10.035,0.0,9.3,0.266,10.035,20,4,2
2024-02-16 21:00:00,10.516,0.0,9.3,0.2473,10.516,21,4,2
2024-02-16 22:00:00,9.69,0.005,11.64,0.1359,9.684999999999999,22,4,2
2024-02-16 23:00:00,9.733,0.005,9.1,0.1069,9.728,23,4,2
2024-02-17 00:00:00,10.602,0.091,8.59,0.0851,10.511000000000001,0,5,2
2024-02-17 01:00:00,12.346,0.206,5.75,0.0604,12.14,1,5,2
2024-02-17 02:00:00,11.865,0.069,6.47,0.0639,11.796,2,5,2
2024-02-17 03:00:00,10.789,0.0,6.45,0.0735,10.789,3,5,2
2024-02-17 04:00:00,11.144,0.18,5.17,0.05,10.964,4,5,2
2024-02-17 05:00:00,11.807,0.0,6.92,0.0836,11.807,5,5,2
2024-02-17 06:00:00,12.927,0.0,4.45,0.06,12.927,6,5,2
2024-02-17 07:00:00,14.332,0.186,5.71,0.1056,14.146,7,5,2
2024-02-17 08:00:00,15.742,0.533,3.94,0.1126,15.209000000000001,8,5,2
2024-02-17 09:00:00,16.217,0.77,3.81,0.1105,15.447,9,5,2
2024-02-17 10:00:00,14.191,1.115,3.76,0.1004,13.076,10,5,2
2024-02-17 11:00:00,15.401,0.781,4.17,0.1272,14.62,11,5,2
2024-02-17 12:00:00,14.312,1.156,6.71,0.0842,13.155999999999999,12,5,2
2024-02-17 13:00:00,16.876,1.376,2.48,0.0988,15.500000000000002,13,5,2
2024-02-17 14:00:00,15.364,1.437,3.59,0.1036,13.927000000000001,14,5,2
2024-02-17 15:00:00,15.114,0.909,6.11,0.1005,14.205,15,5,2
2024-02-17 16:00:00,13.104,0.877,7.56,0.1222,12.226999999999999,16,5,2
2024-02-17 17:00:00,12.095,0.137,9.09,0.0934,11.958,17,5,2
2024-02-17 18:00:00,10.297,0.049,9.45,0.1256,10.248000000000001,18,5,2
2024-02-17 19:00:00,12.085,0.023,8.9,0.1072,12.062000000000001,19,5,2
2024-02-17 20:00:00,10.392,0.088,10.89,0.0964,10.304,20,5,2
2024-02-17 21:00:00,10.661,0.025,11.0,0.089,10.636,21,5,2
2024-02-17 22:00:00,10.257,0.099,9.88,0.1078,10.158,22,5,2
2024-02-17 23:00:00,9.896,0.055,10.52,0.063,9.841000000000001,23,5,2
2024-02-18 00:00:00,9.907,0.0,9.36,0.0724,9.907,0,6,2
2024-02-18 01:00:00,11.426,0.073,7.74,0.0655,11.353,1,6,2
2024-02-18 02:00:00,10.125,0.0,8.53,0.0796,10.125,2,6,2
2024-02-18 03:00:00,10.049,0.0,7.05,0.0686,10.049,3,6,2
2024-02-18 04:00:00,12.333,0.069,6.14,0.0658,12.264,4,6,2
2024-02-18 05:00:00,10.796,0.092,7.18,0.0797,10.703999999999999,5,6,2
2024-02-18 06:00:00,13.83,0.0,1.85,0.0723,13.83,6,6,2
2024-02-18 07:00:00,13.903,0.225,2.61,0.1177,13.678,7,6,2
2024-02-18 08:00:00,15.272,0.381,2.59,0.1215,14.891,8,6,2
2024-02-18 09:00:00,14.747,0.885,3.48,0.1071,13.862,9,6,2
2024-02-18 10:00:00,13.268,0.821,3.71,0.1104,12.447000000000001,10,6,2
2024-02-18 11:00:00,15.638,1.38,2.51,0.1184,14.258,11,6,2
2024-02-18 12:00:00,16.409,0.851,3.61,0.0855,15.558,12,6,2
2024-02-18 13:00:00,14.77,1.487,4.38,0.109,13.283,13,6,2
2024-02-18 14:00:00,12.216,0.82,9.09,0.1078,11.395999999999999,14,6,2
2024-02-18 15:00:00,13.148,0.874,9.08,0.1137,12.274,15,6,2
2024-02-18 16:00:00,13.958,0.591,7.2,0.102,13.367,16,6,2
2024-02-18 17:00:00,13.48,0.345,7.98,0.121,13.135,17,6,2
2024-02-18 18:00:00,10.389,0.0,7.66,0.1026,10.389,18,6,2
2024-02-18 19:00:00,13.964,0.0,7.22,0.1054,13.964,19,6,2
2024-02-18 20:00:00,11.307,0.0,9.67,0.1034,11.307,20,6,2
2024-02-18 21:00:00,13.029,0.0,8.72,0.1223,13.029,21,6,2
2024-02-18 22:00:00,9.549,0.004,9.71,0.0891,9.545,22,6,2
2024-02-18 23:00:00,9.786,0.0,7.59,0.0879,9.786,23,6,2
2024-02-19 00:00:00,10.605,0.105,8.27,0.1147,10.5,0,0,2
2024-02-19 01:00:00,9.976,0.0,8.74,0.0944,9.976,1,0,2
2024-02-19 02:00:00,10.956,0.056,8.28,0.1103,10.9,2,0,2
2024-02-19 03:00:00,11.763,0.017,7.56,0.1013,11.746,3,0,2
2024-02-19 04:00:00,12.67,0.14,4.7,0.1165,12.53,4,0,2
2024-02-19 05:00:00,11.606,0.0,6.59,0.1095,11.606,5,0,2
2024-02-19 06:00:00,14.03,0.0,3.98,0.1219,14.03,6,0,2
2024-02-19 07:00:00,12.95,0.311,5.22,0.1244,12.639,7,0,2
2024-02-19 08:00:00,16.237,0.616,4.15,0.1419,15.620999999999999,8,0,2
2024-02-19 09:00:00,18.694,1.041,2.41,0.1228,17.653,9,0,2
2024-02-19 10:00:00,18.337,1.191,3.79,0.1348,17.146,10,0,2
2024-02-19 11:00:00,17.774,1.261,4.9,0.1625,16.513,11,0,2
2024-02-19 12:00:00,16.499,1.386,5.68,0.1447,15.113,12,0,2
2024-02-19 13:00:00,15.211,0.963,5.39,0.1498,14.248000000000001,13,0,2
2024-02-19 14:00:00,15.207,1.27,8.12,0.1451,13.937000000000001,14,0,2
2024-02-19 15:00:00,14.59,0.859,8.27,0.1445,13.731,15,0,2
2024-02-19 16:00:00,15.417,0.779,7.53,0.2548,14.638,16,0,2
2024-02-19 17:00:00,13.634,0.194,9.46,0.2529,13.44,17,0,2
2024-02-19 18:00:00,13.583,0.0,11.5,0.2545,13.583,18,0,2
2024-02-19 19:00:00,10.079,0.0,12.01,0.2327,10.079,19,0,2
2024-02-19 20:00:00,10.484,0.001,8.49,0.2592,10.483,20,0,2
2024-02-19 21:00:00,11.897,0.0,8.95,0.2624,11.897,21,0,2
2024-02-19 22:00:00,9.224,0.019,11.74,0.1338,9.205,22,0,2
2024-02-19 23:00:00,10.718,0.0,8.39,0.0987,10.718,23,0,2
2024-02-20 00:00:00,11.676,0.002,7.75,0.1053,11.674,0,1,2
2024-02-20 01:00:00,11.295,0.126,8.13,0.1088,11.169,1,1,2
2024-02-20 02:00:00,10.94,0.094,8.49,0.088,10.846,2,1,2
2024-02-20 03:00:00,11.429,0.002,7.09,0.0921,11.427,3,1,2
2024-02-20 04:00:00,12.747,0.256,5.66,0.1075,12.491,4,1,2
2024-02-20 05:00:00,13.908,0.0,4.9,0.1059,13.908,5,1,2
2024-02-20 06:00:00,13.798,0.0,4.24,0.1134,13.798,6,1,2
2024-02-20 07:00:00,12.684,0.116,3.56,0.153,12.568,7,1,2
2024-02-20 08:00:00,14.345,0.38,7.05,0.1641,13.965,8,1,2
2024-02-20 09:00:00,17.126,0.957,4.57,0.1371,16.169,9,1,2
2024-02-20 10:00:00,15.871,1.097,5.38,0.1558,14.774000000000001,10,1,2
2024-02-20 11:00:00,18.728,0.877,4.03,0.1308,17.851000000000003,11,1,2
2024-02-20 12:00:00,17.068,1.378,4.87,0.1639,15.690000000000001,12,1,2
2024-02-20 13:00:00,17.313,0.866,4.86,0.1445,16.447,13,1,2
2024-02-20 14:00:00,19.147,1.041,3.25,0.1454,18.105999999999998,14,1,2
2024-02-20 15:00:00,16.677,0.98,5.56,0.1499,15.697,15,1,2
2024-02-20 16:00:00,16.69,0.35,5.82,0.2464,16.34,16,1,2
2024-02-20 17:00:00,16.96,0.344,6.01,0.2493,16.616,17,1,2
2024-02-20 18:00:00,13.682,0.055,7.9,0.2612,13.627,18,1,2
2024-02-20 19:00:00,10.682,0.0,11.4,0.2635,10.682,19,1,2
2024-02-20 20:00:00,11.263,0.039,10.06,0.2808,11.224,20,1,2
2024-02-20 21:00:00,10.342,0.0,11.76,0.2505,10.342,21,1,2
2024-02-20 22:00:00,11.174,0.043,10.6,0.1554,11.131,22,1,2
2024-02-20 23:00:00,8.491,0.0,10.75,0.0973,8.491,23,1,2
2024-02-21 00:00:00,9.166,0.0,8.4,0.0972,9.166,0,2,2
2024-02-21 01:00:00,10.361,0.014,9.49,0.0984,10.347000000000001,1,2,2
2024-02-21 02:00:00,10.683,0.0,9.02,0.0969,10.683,2,2,2
2024-02-21 03:00:00,11.283,0.062,6.67,0.1049,11.221,3,2,2
2024-02-21 04:00:00,11.525,0.087,7.26,0.0961,11.438,4,2,2
2024-02-21 05:00:00,12.421,0.05,6.54,0.0859,12.370999999999999,5,2,2
2024-02-21 06:00:00,12.599,0.0,4.58,0.0973,12.599,6,2,2
2024-02-21 07:00:00,13.672,0.247,3.42,0.1446,13.425,7,2,2
2024-02-21 08:00:00,17.324,0.399,3.05,0.126,16.925,8,2,2
2024-02-21 09:00:00,17.353,0.519,4.47,0.1458,16.834000000000003,9,2,2
2024-02-21 10:00:00,15.752,1.044,4.86,0.1518,14.708,10,2,2
2024-02-21 11:00:00,17.401,1.467,3.82,0.1548,15.934,11,2,2
2024-02-21 12:00:00,16.679,0.989,5.28,0.1434,15.689999999999998,12,2,2
2024-02-21 13:00:00,16.564,1.102,6.55,0.122,15.462,13,2,2
2024-02-21 14:00:00,15.795,0.961,7.33,0.1465,14.834,14,2,2
2024-02-21 15:00:00,14.186,0.952,9.23,0.1497,13.234,15,2,2
2024-02-21 16:00:00,15.234,0.573,9.67,0.253,14.661,16,2,2
2024-02-21 17:00:00,14.819,0.373,7.66,0.2593,14.446000000000002,17,2,2
2024-02-21 18:00:00,13.366,0.0,11.51,0.2648,13.366,18,2,2
2024-02-21 19:00:00,10.042,0.005,9.33,0.2779,10.036999999999999,19,2,2
2024-02-21 20:00:00,10.029,0.0,11.52,0.2574,10.029,20,2,2
2024-02-21 21:00:00,10.702,0.0,10.45,0.2689,10.702,21,2,2
2024-02-21 22:00:00,10.396,0.0,9.77,0.1432,10.396,22,2,2
2024-02-21 23:00:00,11.555,0.0,7.79,0.102,11.555,23,2,2
2024-02-22 00:00:00,10.342,0.008,9.43,0.1133,10.334000000000001,0,3,2
2024-02-22 01:00:00,12.823,0.0,7.15,0.0917,12.823,1,3,2
2024-02-22 02:00:00,9.129,0.0,9.45,0.1023,9.129,2,3,2
2024-02-22 03:00:00,8.543,0.0,9.34,0.1003,8.543,3,3,2
2024-02-22 04:00:00,11.249,0.177,5.78,0.0849,11.072000000000001,4,3,2
2024-02-22 05:00:00,11.361,0.0,6.38,0.1123,11.361,5,3,2
2024-02-22 06:00:00,12.505,0.0,4.53,0.1083,12.505,6,3,2
2024-02-22 07:00:00,13.865,0.26,4.17,0.1403,13.605,7,3,2
2024-02-22 08:00:00,16.673,0.426,5.55,0.1374,16.247,8,3,2
2024-02-22 09:00:00,17.859,0.675,4.47,0.14,17.184,9,3,2
2024-02-22 10:00:00,15.979,0.846,6.71,0.1471,15.133,10,3,2
2024-02-22 11:00:00,18.957,1.508,4.34,0.1405,17.449,11,3,2
2024-02-22 12:00:00,15.797,1.022,6.6,0.1333,14.775,12,3,2
2024-02-22 13:00:00,15.172,0.923,6.13,0.1348,14.249,13,3,2
2024-02-22 14:00:00,16.425,0.898,7.7,0.1399,15.527000000000001,14,3,2
2024-02-22 15:00:00,14.5,0.33,6.98,0.1307,14.17,15,3,2
2024-02-22 16:00:00,14.494,0.598,8.23,0.2633,13.895999999999999,16,3,2
2024-02-22 17:00:00,14.937,0.379,8.88,0.2521,14.558,17,3,2
2024-02-22 18:00:00,14.337,0.187,8.64,0.2505,14.15,18,3,2
2024-02-22 19:00:00,10.758,0.0,10.91,0.2919,10.758,19,3,2
2024-02-22 20:00:00,9.655,0.0,11.2,0.2794,9.655,20,3,2
2024-02-22 21:00:00,10.281,0.0,11.23,0.2614,10.281,21,3,2
2024-02-22 22:00:00,10.803,0.0,12.26,0.1485,10.803,22,3,2
2024-02-22 23:00:00,9.767,0.0,11.85,0.1102,9.767,23,3,2
2024-02-23 00:00:00,9.29,0.083,9.34,0.0992,9.206999999999999,0,4,2
2024-02-23 01:00:00,8.671,0.121,9.62,0.1028,8.549999999999999,1,4,2
2024-02-23 02:00:00,10.132,0.0,7.7,0.0974,10.132,2,4,2
2024-02-23 03:00:00,11.135,0.067,7.7,0.1126,11.068,3,4,2
2024-02-23 04:00:00,12.13,0.0,6.18,0.1127,12.13,4,4,2
2024-02-23 05:00:00,10.241,0.056,8.12,0.1156,10.185,5,4,2
2024-02-23 06:00:00,10.639,0.115,5.99,0.1027,10.524,6,4,2
2024-02-23 07:00:00,13.738,0.333,4.81,0.1617,13.405,7,4,2
2024-02-23 08:00:00,14.558,0.554,6.21,0.1392,14.004,8,4,2
2024-02-23 09:00:00,18.621,0.578,2.07,0.1605,18.043,9,4,2
2024-02-23 10:00:00,17.581,1.012,2.36,0.1354,16.569,10,4,2
2024-02-23 11:00:00,15.441,1.145,6.03,0.127,14.296000000000001,11,4,2
2024-02-23 12:00:00,16.788,1.415,5.62,0.1603,15.373000000000001,12,4,2
2024-02-23 13:00:00,18.162,1.036,6.47,0.1466,17.125999999999998,13,4,2
2024-02-23 14:00:00,17.617,1.371,5.3,0.1452,16.246000000000002,14,4,2
2024-02-23 15:00:00,15.681,1.068,7.64,0.1364,14.613,15,4,2
2024-02-23 16:00:00,14.326,0.86,10.85,0.2515,13.466000000000001,16,4,2
2024-02-23 17:00:00,12.448,0.423,10.16,0.2525,12.025,17,4,2
2024-02-23 18:00:00,12.704,0.143,10.0,0.2614,12.561,18,4,2
2024-02-23 19:00:00,9.056,0.0,9.74,0.2585,9.056,19,4,2
2024-02-23 20:00:00,11.984,0.0,10.1,0.2406,11.984,20,4,2
2024-02-23 21:00:00,12.641,0.0,8.12,0.2769,12.641,21,4,2
2024-02-23 22:00:00,10.314,0.062,10.88,0.1358,10.252,22,4,2
2024-02-23 23:00:00,9.86,0.055,11.28,0.1124,9.805,23,4,2
2024-02-24 00:00:00,9.484,0.335,8.06,0.0629,9.149,0,5,2
2024-02-24 01:00:00,10.145,0.103,8.53,0.0715,10.042,1,5,2
2024-02-24 02:00:00,12.505,0.033,7.22,0.0797,12.472000000000001,2,5,2
2024-02-24 03:00:00,11.544,0.025,6.67,0.0783,11.519,3,5,2
2024-02-24 04:00:00,10.84,0.0,7.12,0.0673,10.84,4,5,2
2024-02-24 05:00:00,12.049,0.013,3.83,0.0751,12.036,5,5,2
2024-02-24 06:00:00,13.238,0.028,6.44,0.0768,13.209999999999999,6,5,2
2024-02-24 07:00:00,12.553,0.141,6.13,0.1085,12.412,7,5,2
2024-02-24 08:00:00,12.417,0.522,4.63,0.0989,11.895,8,5,2
2024-02-24 09:00:00,15.06,0.993,1.85,0.1038,14.067,9,5,2
2024-02-24 10:00:00,13.937,1.158,3.73,0.1062,12.779,10,5,2
2024-02-24 11:00:00,13.317,1.03,6.71,0.1103,12.287,11,5,2
2024-02-24 12:00:00,16.381,1.172,2.37,0.1259,15.209,12,5,2
2024-02-24 13:00:00,13.81,1.349,5.91,0.1191,12.461,13,5,2
2024-02-24 14:00:00,15.04,1.033,5.64,0.1018,14.007,14,5,2
2024-02-24 15:00:00,12.546,1.19,8.79,0.1284,11.356,15,5,2
2024-02-24 16:00:00,13.812,0.308,7.79,0.1092,13.504,16,5,2
2024-02-24 17:00:00,11.275,0.413,9.81,0.1167,10.862,17,5,2
2024-02-24 18:00:00,13.636,0.0,10.63,0.1006,13.636,18,5,2
2024-02-24 19:00:00,10.459,0.0,12.63,0.1055,10.459,19,5,2
2024-02-24 20:00:00,9.877,0.073,10.48,0.1204,9.804,20,5,2
2024-02-24 21:00:00,9.468,0.0,11.28,0.1012,9.468,21,5,2
2024-02-24 22:00:00,10.465,0.0,8.94,0.1106,10.465,22,5,2
2024-02-24 23:00:00,8.376,0.054,11.85,0.0747,8.322,23,5,2
2024-02-25 00:00:00,10.28,0.0,9.19,0.0598,10.28,0,6,2
2024-02-25 01:00:00,8.629,0.261,8.81,0.0522,8.368,1,6,2
2024-02-25 02:00:00,10.288,0.025,8.73,0.0791,10.263,2,6,2
2024-02-25 03:00:00,10.694,0.0,6.11,0.0986,10.694,3,6,2
2024-02-25 04:00:00,10.766,0.0,7.48,0.0746,10.766,4,6,2
2024-02-25 05:00:00,11.647,0.0,7.65,0.0765,11.647,5,6,2
2024-02-25 06:00:00,14.114,0.0,6.22,0.0612,14.114,6,6,2
2024-02-25 07:00:00,13.339,0.429,3.48,0.1247,12.91,7,6,2
2024-02-25 08:00:00,13.516,0.558,4.94,0.1062,12.958,8,6,2
2024-02-25 09:00:00,12.806,0.834,5.88,0.1216,11.972,9,6,2
2024-02-25 10:00:00,14.804,1.534,2.83,0.1161,13.27,10,6,2
2024-02-25 11:00:00,14.418,1.346,4.1,0.1163,13.072,11,6,2
2024-02-25 12:00:00,14.149,1.328,6.92,0.1159,12.821,12,6,2
2024-02-25 13:00:00,13.283,1.347,6.81,0.1156,11.936,13,6,2
2024-02-25 14:00:00,14.978,0.765,7.7,0.1128,14.213,14,6,2
2024-02-25 15:00:00,12.092,1.038,10.22,0.1197,11.054,15,6,2
2024-02-25 16:00:00,11.237,0.826,9.32,0.1027,10.411,16,6,2
2024-02-25 17:00:00,11.155,0.176,10.27,0.1076,10.979,17,6,2
2024-02-25 18:00:00,10.559,0.207,13.36,0.1247,10.351999999999999,18,6,2
2024-02-25 19:00:00,11.551,0.0,10.33,0.1117,11.551,19,6,2
2024-02-25 20:00:00,9.334,0.114,9.93,0.1067,9.219999999999999,20,6,2
2024-02-25 21:00:00,9.217,0.088,11.5,0.1203,9.129000000000001,21,6,2
2024-02-25 22:00:00,9.527,0.031,11.41,0.1184,9.495999999999999,22,6,2
2024-02-25 23:00:00,10.327,0.005,9.95,0.057,10.322,23,6,2
2024-02-26 00:00:00,11.132,0.185,9.03,0.1073,10.947,0,0,2
2024-02-26 01:00:00,10.545,0.247,12.42,0.1014,10.298,1,0,2
2024-02-26 02:00:00,10.237,0.0,9.31,0.1071,10.237,2,0,2
2024-02-26 03:00:00,11.016,0.016,7.26,0.1001,11.0,3,0,2
2024-02-26 04:00:00,11.117,0.0,8.47,0.1046,11.117,4,0,2
2024-02-26 05:00:00,10.928,0.0,6.51,0.0817,10.928,5,0,2
2024-02-26 06:00:00,11.093,0.046,5.72,0.0911,11.047,6,0,2
2024-02-26 07:00:00,12.907,0.277,6.22,0.1474,12.63,7,0,2
2024-02-26 08:00:00,15.978,0.671,3.7,0.1662,15.307,8,0,2
2024-02-26 09:00:00,15.918,0.83,5.57,0.1437,15.088,9,0,2
2024-02-26 10:00:00,15.171,1.49,7.54,0.1331,13.681,10,0,2
2024-02-26 11:00:00,16.384,1.557,6.1,0.1414,14.827,11,0,2
2024-02-26 12:00:00,17.447,1.384,5.57,0.1311,16.063,12,0,2
2024-02-26 13:00:00,17.204,1.424,6.03,0.1525,15.780000000000001,13,0,2
2024-02-26 14:00:00,16.231,1.667,6.87,0.1405,14.564000000000002,14,0,2
2024-02-26 15:00:00,15.102,1.147,7.84,0.1505,13.955,15,0,2
2024-02-26 16:00:00,15.046,0.828,8.47,0.2585,14.218,16,0,2
2024-02-26 17:00:00,13.372,0.248,10.74,0.2714,13.124,17,0,2
2024-02-26 18:00:00,14.532,0.0,8.18,0.2438,14.532,18,0,2
2024-02-26 19:00:00,13.005,0.061,11.78,0.2602,12.944,19,0,2
2024-02-26 20:00:00,10.746,0.0,10.59,0.2654,10.746,20,0,2
2024-02-26 21:00:00,10.65,0.021,11.6,0.2573,10.629,21,0,2
2024-02-26 22:00:00,9.622,0.049,9.69,0.1436,9.573,22,0,2
2024-02-26 23:00:00,10.568,0.0,12.34,0.1034,10.568,23,0,2
2024-02-27 00:00:00,10.169,0.032,11.92,0.1105,10.137,0,1,2
2024-02-27 01:00:00,10.055,0.006,10.95,0.1062,10.049,1,1,2
2024-02-27 02:00:00,11.215,0.0,7.26,0.1039,11.215,2,1,2
2024-02-27 03:00:00,10.69,0.0,9.3,0.1088,10.69,3,1,2
2024-02-27 04:00:00,11.771,0.0,8.01,0.0865,11.771,4,1,2
2024-02-27 05:00:00,13.052,0.13,4.88,0.0925,12.921999999999999,5,1,2
2024-02-27 06:00:00,12.217,0.102,6.15,0.0861,12.115,6,1,2
2024-02-27 07:00:00,13.32,0.271,6.14,0.1455,13.049,7,1,2
2024-02-27 08:00:00,14.633,0.556,6.07,0.1441,14.076999999999998,8,1,2
2024-02-27 09:00:00,15.427,0.789,5.52,0.1539,14.638,9,1,2
2024-02-27 10:00:00,16.105,0.842,5.75,0.1435,15.263,10,1,2
2024-02-27 11:00:00,13.972,1.307,7.47,0.1337,12.665,11,1,2
2024-02-27 12:00:00,16.11,1.42,7.65,0.1413,14.69,12,1,2
